workflow_roles,pass_at_k,tokens
Regression Sentinel -> Docstring Author,0.26666666666666666,57149
Counterexample Generator -> Approach Evaluator,0.4666666666666667,58170
Solution Reviewer -> Math Specialist -> Logic Implementer,0.4,86178
Solution Planner -> Test Designer -> Constraint Analyzer,0.3333333333333333,86564
Data Structure Planner -> Solution Planner -> Consistency Checker,0.4,86257
Solution Planner -> Input/State Inspector -> Quality Gatekeeper,0.4,84551
Data & Arrays Specialist -> Solution Reviewer,0.43333333333333335,56880
Conflict Resolver -> Logic Implementer,0.43333333333333335,57160
Solution Planner -> Test Designer -> Constraint Analyzer,0.43333333333333335,86116
Data Structure Planner -> Final Presenter,0.43333333333333335,57324
Docstring Author -> Regression Sentinel,0.43333333333333335,56825
Final Presenter -> Assumption Checker -> Test Designer -> Graph & Combinatorics Specialist,0.5,112378
Interface Designer -> Solution Planner,0.5,57447
Regression Sentinel -> Stepwise Reasoner -> Data Structure Planner,0.4666666666666667,85069
Summary Author -> Logic Implementer,0.43333333333333335,58321
Data Structure Planner -> Stepwise Reasoner,0.3333333333333333,58874
Data & Arrays Specialist -> Edge Case Planner,0.36666666666666664,57090
Style & Hygiene Enforcer -> Problem Analyzer,0.43333333333333335,59383
Solution Planner -> Task Decomposer,0.43333333333333335,58461
